sku,code,gtin,name,brand,color,model,price,sizes,errors,images,season,made_in,category,feed_name,department,product_id,season_year,color_original,made_in_original,category_original,materials_original,department_original,unit_system_name_original,year,collection,dimensions,collection_original,title,sizes_raw,season_raw,description,size_system,category_item,season_display,sizes_original,vendor_product_id,_missing_fields,_has_images,_image_count,lens_all_matches,lens_brand_matches,confidence_score,_enrichment_tool,_enrichment_status,_enrichment_fill_rate,_enriched_fields,_enrichment_error,_enrichment_accuracy_score,match_reason,source_url,image_links,image_flags,image_confidence,description_eng,materials,additional_info,accuracy_score
111187,111187,[],Suede Flats Positano,CB Made in Italy,Black,111187,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],All Season,Italy,Flats,cb_made_in_italy,female,,,,,,Suede,Woman,,,,,,Positano Suede Loafer Flats,,,"The Slipper � CB Made in Italy's most iconic shoe design. Blending elegance and functionality, timeless and seasonless. Wear them with any outfits, from denim to tailored pants, miniskirts or dresses.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Exact match on brand (CB Made in Italy), product name (Positano), material (Suede), and color (Black) on the official cbmadeinitaly.com product page.",https://www.cbmadeinitaly.com/product/positano-black-suede-m/,https://cbmadeinitaly.com/assets/uploads/2022/05/Positano_M_Black_Suede_001-4.jpg,,10,"Slip-on loafer flat crafted from black suede upper with a clean, minimalist silhouette. Features a square toe, low stacked heel, and a classic vamp cut with a pointed topline detail. Designed for everyday wear with a refined, understated aesthetic.",Upper: Suede leather; Sole: Leather/Rubber,Model number 111187. The suede upper requires specialized suede care products; avoid exposure to moisture and use a suede brush to maintain nap. Slip-on construction with no fastening.,6
222298,222298,[],Suede Flats Positano,CB Made in Italy,Dark Brown,222298,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],All Season,Italy,Flats,cb_made_in_italy,female,,,,,,Suede,Woman,,,Positano,,,Positano Suede Loafer Flats,,,"The Slipper � CB Made in Italy's most iconic shoe design. Blending elegance and functionality, timeless and seasonless. Wear them with any outfits, from denim to tailored pants, miniskirts or dresses.",,,,,,8,false,0,,,high,claude,partial,0.67,"title,description_eng,season,collection,made_in,materials,color,additional_info",,6,"Exact product code 222298 confirmed on page, CB Made in Italy Suede Flats Positano, specific product page with full details",https://www.italist.com/us/women/shoes/flat-shoes/suede-flats-positano/13651487/13819178/cb-made-in-italy/,"https://cdn-images.italist.com/image/upload/e_background_removal/t_medium_dpr_2_q_auto_v_2,f_auto/a93875bf791cf5fd48ccd931a3308184.jpg|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Ff4af757af468004595d511e8728133a7.jpg&w=256&q=75|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Fcb1f7d61e864e8b14a2bb1f69e54f8a9.jpg&w=256&q=75|https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg","[{""url"":""https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg"",""reason"":""Lifestyle/editorial brand banner showing multiple products and people, does not clearly focus on the described brown suede flat""}]",8,"Slip-on loafer flat crafted from dark brown suede upper with black trim detailing along the topline. Features a rounded toe, low stacked leather heel, and a natural leather insole visible from the sole view. Constructed with a Goodyear-style welt construction typical of Italian handcrafted footwear.",Upper: Suede leather; Insole: Natural leather; Outsole: Leather; Lining: Textile,"The sole features a branded CB Made in Italy stamp on the insole. The shoe presents a clean, unembellished silhouette with a slip-on construction and no fastening.",6
555488,555488,[],Dark Boucl� Fabric Flats Ravello,CB Made in Italy,Dark Navy Melange,555488,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Flats,cb_made_in_italy,female,,,,,,Fabric,Woman,,,,,,Ravello Dark Bouclé Fabric Flat Mule,,,"The Mule � CB Made in Italy's most versatile shoe design, you can wear your Ravello from summer to winter, indoor or outdoor, completing a casual outfit or fancy evening attire, wear it with pants or dresses, city to holidays, always in-style.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Official CB Made in Italy product page; URL slug 'ravello-dark-melange-boucle-fabric' exactly matches product name 'Dark Bouclé Fabric Flats Ravello' and color 'melange'; page contains product details (almond toe, leather sole/lining, heel 2cm, Made in Italy).",https://www.cbmadeinitaly.com/product/ravello-dark-melange-boucle-fabric/,https://cbmadeinitaly.com/assets/uploads/2022/10/Ravello_W_Dark_Melange_Boucle_Fabric_001.jpg,,10,"Backless flat mule constructed from a dark navy bouclé tweed fabric with a frayed edge trim detail along the vamp. Features a round toe, patent leather heel counter, and a thin leather outsole with a low stacked heel. Designed for women as part of CB Made in Italy's artisanal footwear line.",Upper: Bouclé tweed fabric; Heel counter: Patent leather; Outsole: Leather,"The bouclé fabric features a frayed decorative edge along the topline, adding a textural design detail characteristic of tweed craftsmanship. Backless slip-on silhouette with a flat heel suited for everyday wear.",6
444416,444416,[],Suede Flats Ravello,CB Made in Italy,Black,444416,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Flats,cb_made_in_italy,female,,,,,,Suede,Woman,,,,,,Ravello Fringe-Trimmed Flat Mule,,,"The Mule � CB Made in Italy's most versatile shoe design, you can wear your Ravello from summer to winter, indoor or outdoor, completing a casual outfit or fancy evening attire, wear it with pants or dresses, city to holidays, always in-style.",,,,,,8,false,0,,,medium,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,5,"Official CB Made in Italy site, correct brand and 'Ravello Black' product name match, but this is the Fringed Raffia variant — not confirmed as the Suede variant. Product code 444416 not visible in URL or snippet. Page does indicate suede is one of the material variants available for Ravello.",https://cbmadeinitaly.com/product/ravello-black-fringed-raffia/,https://cbmadeinitaly.com/assets/uploads/2022/10/Ravello_W_Black_Fringed_Raffia_001.jpg,,10,"Backless flat mule by CB Made in Italy, featuring a pointed toe and an all-over textured woven upper with metallic black fringe trim along the vamp edge. Constructed on a slim flat sole with a low stacked heel. Designed for women in a monochromatic black colorway.",Woven fabric upper with metallic fringe trim; leather lining; rubber sole,Features decorative metallic black fringe detail along the collar and toe box. Backless slip-on construction with a pointed toe silhouette. Model number 444416.,5
122192,122192,[],Leather Flats Todi,CB Made in Italy,Black,122192,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],All Season,Italy,Flats,cb_made_in_italy,female,,,,,,Leather,Woman,,,,,,Todi Black Leather Tassel Loafer Flats,,,"The Moccasin � Tassels, handmade stitches and laced-up details are the signature elements. Designed to seamlessly match elegance and ultimate comfort revealing outstanding artisanal construction.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Official CB Made in Italy product page for 'Todi Black Leather' — exact brand, exact product name (Todi), exact color (black), exact material (leather), category is flats.",https://www.cbmadeinitaly.com/product/todi-black-leather/,https://cbmadeinitaly.com/assets/uploads/2022/05/Todi_W_Black_Leather_001-5.jpg,,10,"The Todi is a slip-on tassel loafer crafted from smooth black leather with a tan leather lining. It features a moccasin-style apron toe construction with a lace-through vamp detail and double tassel trim. The shoe sits on a slim, flat stacked leather heel with a leather outsole.",Upper: Smooth calf leather; Lining: Leather; Outsole: Leather,Features a moccasin apron-toe construction with a lace-through vamp strap and decorative tassel detail. Low stacked heel with leather sole; intended for dress or smart-casual wear.,6
999776,999776,[],Pastel Lurex Flats Ravello,CB Made in Italy,Gold and Silver Metallic Melange,999776,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Flats,cb_made_in_italy,female,,,,,,Lurex,Woman,,,,,,Ravello Lurex Flat Mule Loafer,,,"The Mule � CB Made in Italy's most versatile shoe design, you can wear your Ravello from summer to winter, indoor or outdoor, completing a casual outfit or fancy evening attire, wear it with pants or dresses, city to holidays, always in-style.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,5,"Exact match on brand (CB Made in Italy), product name (Ravello Pastel Lurex), and color (melange) on the official cbmadeinitaly.com product page with product details present.",https://www.cbmadeinitaly.com/product/ravello-pastel-lurex-melange/,https://cbmadeinitaly.com/assets/uploads/2022/10/Ravello_W_Pastel_Lurex_Melange_001.jpg,,10,"Backless flat mule in a metallic lurex fabric with an abstract melange pattern in gold, silver, and grey tones. Features a square-ish toe, low stacked heel, and black leather lining and heel cap. Constructed in Italy from a woven lurex upper.",Upper: Lurex (metallic woven fabric); Lining: Leather; Sole: Rubber,"Slip-on mule construction with open back and black patent-finish heel detail. The lurex fabric displays a painterly, abstract check or brushstroke pattern in mixed metallic tones.",5
666560,666560,[],Fringed Raffia Flats Ravello,CB Made in Italy,Black,666560,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Spring/Summer,Italy,Flats,cb_made_in_italy,female,,,,,,Raffia,Woman,,,,,,Ravello Fringed Raffia Mule Flat,,,"The Mule � CB Made in Italy's most versatile shoe design, you can wear your Ravello from summer to winter, indoor or outdoor, completing a casual outfit or fancy evening attire, wear it with pants or dresses, city to holidays, always in-style.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,5,"Official CB Made in Italy product page — exact brand, product name 'Ravello', color black, and fringed raffia material match. URL slug directly reflects the product details.",https://cbmadeinitaly.com/product/ravello-black-fringed-raffia/,https://cbmadeinitaly.com/assets/uploads/2022/10/Ravello_W_Black_Fringed_Raffia_001.jpg,,10,Slip-on mule flat featuring a woven raffia upper with tonal fringe trim along the vamp edge. Constructed on a flat sole with a squared toe and open heel. Finished in all-black with a thin stacked heel and smooth leather insole.,"Raffia upper with fringe detailing, leather lining, rubber sole",Backless mule silhouette with decorative fringe border along the topline. The woven raffia body features a subtle textured pattern consistent with natural or synthetic raffia construction.,5
777632,777632,[],Fringed Fabric Flats Ravello,CB Made in Italy,multicolor,777632,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],,,Flats,cb_made_in_italy,female,,,,,,Fabric,Woman,,,,,,,,,"The Mule � CB Made in Italy's most versatile shoe design, you can wear your Ravello from summer to winter, indoor or outdoor, completing a casual outfit or fancy evening attire, wear it with pants or dresses, city to holidays, always in-style.",,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
133299,133299,[],Leather Flats Todi,CB Made in Italy,Dark Brown,133299,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],SS,Italy,Flats,cb_made_in_italy,female,,,,,,Leather,Woman,,,,,,Todi Tassel Leather Loafer Flats,,,"The Moccasin � Tassels, handmade stitches and laced-up details are the signature elements. Designed to seamlessly match elegance and ultimate comfort revealing outstanding artisanal construction.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Exact model number 133299 confirmed on page, color Brown confirmed, product is CB Made in Italy Leather Flats Todi — full product page with details on italist.com",https://www.italist.com/us/women/shoes/flat-shoes/leather-flats-todi/13651495/13819186/cb-made-in-italy/,"https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2F5446b32054ace0f22fba726ac78c9252.jpg&w=256&q=75|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Fb8cdc33636b3be0b84ec117e52d05332.jpg&w=256&q=75|https://cdn-images.italist.com/image/upload/e_background_removal/t_medium_dpr_2_q_auto_v_2,f_auto/b89ecc84f3d4f3b89d30af3e8a034b00.jpg","[{""url"":""https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg"",""reason"":""Lifestyle/editorial banner image showing multiple products and people, does not clearly focus on the described product""}]",8,"The Todi is a slip-on tassel loafer crafted from smooth calfskin leather with a leather-lined interior. Features a decorative lace-and-tassel detail on the vamp, moccasin-style stitching, and a low stacked leather heel. Designed for women as a refined flat loafer suitable for smart-casual wear.",Upper: Smooth calfskin leather; Lining: Leather; Sole: Leather,"Features a tassel-and-lace ornament threaded through the vamp strap, characteristic of the classic Italian tassel loafer style. Low stacked heel provides slight elevation while maintaining a flat silhouette.",6
222156,222156,[],Suede Slip-on Positano,CB Made in Italy,Black,222156,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],All Season,Italy,Slip-on,cb_made_in_italy,male,,,,,,Suede,Man,,,Positano,,,Suede Slip-on Positano – Model 222156,,,"The Slip-on � CB Made in Italy's most iconic shoe design. Blending elegance and functionality, timeless and seasonless. These iconic flats will elevate your city outfits, from suits to denim.",,,,,,8,false,0,,,high,claude,partial,0.67,"title,description_eng,season,collection,made_in,materials,color,additional_info",,6,"Official CB Made in Italy product page, exact name match 'Positano Black Suede', suede slip-on, black color — direct brand site with product details.",https://www.cbmadeinitaly.com/product/positano-black-suede/,https://cbmadeinitaly.com/assets/uploads/2022/05/Positano_W_Black_Suede_001-8.jpg,,10,"The Positano is a slip-on loafer by CB Made in Italy, crafted from black suede with a clean, unadorned vamp and a low stacked leather heel. The shoe features a leather outsole with a natural tan welt visible along the profile, and a minimalist silhouette consistent with Italian evening and smart-casual dress codes. Constructed without laces or hardware, the design draws on traditional Venetian slipper proportions.",Upper: Suede leather; Lining: Leather; Outsole: Leather,Slip-on construction with no fastening hardware. Leather sole and low stacked heel; suede upper requires specialist suede care products and should be kept away from moisture.,6
233264,233264,[],Dark Suede Slip-on Positano,CB Made in Italy,Dark Brown,233264,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Slip-on,cb_made_in_italy,male,,,,,,Suede,Man,,,Positano,,,Positano Dark Suede Slip-On Loafer,,,"The Slip-on � CB Made in Italy's most iconic shoe design. Blending elegance and functionality, timeless and seasonless. These iconic flats will elevate your city outfits, from suits to denim.",,,,,,8,false,0,,,high,claude,partial,0.67,"title,description_eng,season,collection,made_in,materials,color,additional_info",,6,"Official CB Made in Italy product page for 'Positano Dark Brown Suede' — matches brand, product name (Dark Suede Slip-on Positano), color (dark brown/brown), and category (Slip-on).",https://www.cbmadeinitaly.com/product/positano-dark-brown-suede-m/,https://cbmadeinitaly.com/assets/uploads/2022/05/Positano_M_Dark_Brown_Suede_001-4.jpg,,10,"The Positano is a slip-on loafer crafted from dark brown suede upper with a smooth leather trim along the topline. It features a low stacked leather sole and a clean, unadorned vamp with a pointed-oval toe shape. Designed for men, the shoe follows a classic slipper-loafer construction associated with Italian craftsmanship.",Upper: Suede leather; Trim: Smooth leather; Lining: Leather; Sole: Leather,Slip-on construction with no fastening. The contrasting smooth leather topline trim is a hallmark detail of the Positano style. Suede care recommended: use a suede brush and protector spray to maintain nap and resist moisture.,6
144406,144406,[],Leather Boots Sessanta,CB Made in Italy,Black,144406,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Autumn/Winter,Italy,Boots,cb_made_in_italy,female,,,,,,Leather,Woman,,,,,,Sessanta Leather Chelsea Boot in Black,,,"The Chelsea boot � a must-have in every self-respecting closet. Timeless ankle boot combining elegance and comfort. A versatile choice fitting city looks as-well as weekend and countryside escapade, to be worn indifferently with trousers, dresses or skirts.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Official CB Made in Italy brand site, exact product name 'Sessanta Black Leather' matches product name and black color exactly; specific product page with product details.",https://www.cbmadeinitaly.com/product/sessanta-black-leather-m/,https://cbmadeinitaly.com/assets/uploads/2022/05/Sessanta_M_Black_Leather_001-4.jpg,,10,"The Sessanta is a classic Chelsea boot crafted from smooth black leather with elastic side gussets for ease of entry. Features a pull tab at the heel, a rounded toe, and a slim flat leather sole. Constructed in Italy with a clean, minimalist silhouette suited for both formal and smart-casual wear.",Upper: Leather; Lining: Leather; Sole: Leather; Elastic side panels: Textile,Slip-on construction with elasticated side panels and a rear pull loop. The flat heel and leather outsole are consistent with Goodyear-welted or Blake-stitched construction typical of Italian-made footwear in this category.,6
211049,211049,[],Suede Slip-on Positano,CB Made in Italy,Tobacco Brown,211049,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Autumn/Winter,Italy,Slip-on,cb_made_in_italy,male,,,,,,Suede,Man,,,Positano,,,Suede Slip-on Positano – Model 211049 in Tobacco,,,"The Slip-on � CB Made in Italy's most iconic shoe design. Blending elegance and functionality, timeless and seasonless. These iconic flats will elevate your city outfits, from suits to denim.",,,,,,8,false,0,,,medium,claude,partial,0.67,"title,description_eng,season,collection,made_in,materials,color,additional_info",,6,"CB Made in Italy Suede Slip-on Positano men's page on Italist; product name and category match exactly, but tobacco color not explicitly confirmed in snippet and code 211049 not visible in URL",https://www.italist.com/us/men/shoes/loafers-boat-shoes/suede-slip-on-positano/13651501/13819192/cb-made-in-italy/,"https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2F36debf6340ac6332ac4b493f6117e7af.jpg&w=256&q=75|https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg|https://cdn-images.italist.com/image/upload/e_background_removal/t_medium_dpr_2_q_auto_v_2,f_auto/50cc73b56935481fdf17d05d649d5339.jpg|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2F0a2f428ae512ac7d4c7555a6a86e09ef.jpg&w=256&q=75","[{""url"":""https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg"",""reason"":""Lifestyle/editorial image showing multiple people and products, does not clearly show the specific product""}]",8,"The Positano is a slip-on loafer by CB Made in Italy crafted from tobacco-colored suede upper with a contrasting black leather trim around the collar. The shoe features a clean, unadorned vamp, a rounded toe, and a low stacked leather heel. Constructed in Italy following traditional footwear-making techniques.",Upper: Suede leather; Collar lining: Smooth leather (black); Insole: Leather; Outsole: Leather,Slip-on construction with no fastening. Black leather piping detail around the topline. Low stacked heel approximately 1.5 cm. Recommended care: brush suede gently with a suede brush and protect with a suede-specific waterproofing spray.,6
188835,188835,[],Tumbled Leather Boots Sirio,CB Made in Italy,Black,188835,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Boots,cb_made_in_italy,female,,,,,,Tumbled Leather,Woman,,,,,,Sirio Tumbled Leather Lace-Up Hiker Boot,,,"The extreme winter laced up ankle boot, inspired by timeless mountain attire, versatile comfortable, technical and trendy. Matching and lifting up any outfit.",,,,,,8,false,0,,,high,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Official CB Made in Italy product page for Sirio Black Tumbled Leather boots — exact brand, product name (Sirio), material (Tumbled Leather), and color (black) match. Specific product page with product details.",https://www.cbmadeinitaly.com/product/sirio-black-tumbled-leather/,https://cbmadeinitaly.com/assets/uploads/2022/10/Sirio_W_Black_Tumbled_Leather_001-1.jpg,,10,"The Sirio is a tall lace-up boot crafted from pebbled tumbled leather with a hiker-inspired silhouette. It features silver-tone metal hook-and-eyelet lacing hardware, dual pull tabs at the collar, and a chunky lugged rubber outsole. The upper is constructed with a smooth leather lining and a sturdy toe box suited for everyday wear.",Upper: Tumbled Pebbled Leather; Lining: Leather; Outsole: Rubber,"Features silver-tone metal lacing hardware with hook-and-ring eyelets typical of alpine hiking boot construction, and a lugged tractor sole for added grip. Dual pull tabs at front and back collar for ease of entry.",6
177728,177728,[],Suede Boots Eva,CB Made in Italy,Dark Brown,177728,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""unit_system_name_original""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]",[],Fall/Winter,Italy,Boots,cb_made_in_italy,female,,,,,,Suede,Woman,,,,,,Eva Lace-Up Suede Ankle Boot,,,"The Laced-up ankle boot � CB Made in Italy's bestsellers. Timeless, versatile and effortlessly chic. Pair it with tailoring, denim, skinny, miniskirt or floaty dresses.",,,,,,8,false,0,,,medium,claude,partial,0.58,"title,description_eng,season,made_in,materials,color,additional_info",,6,"Specific product page on italist for CB Made in Italy 'Dark Suede Boots Eva' — brand, product name, and suede brown color match. 'Dark' likely refers to dark brown suede. Product code 177728 not confirmed in URL or visible snippet.",https://www.italist.com/us/men/shoes/boots/dark-suede-boots-eva/13651514/13819205/cb-made-in-italy/,"https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Fa4b1814d866b20664c54556380e2472c.jpg&w=256&q=75|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Fadd8bb37c4f0d08c792c277c87ecde9d.jpg&w=256&q=75|https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg|https://cdn-images.italist.com/image/upload/e_background_removal/t_medium_dpr_2_q_auto_v_2,f_auto/53206c9f032d2086283e8bb8c8c81d82.jpg","[{""url"":""https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2Fadd8bb37c4f0d08c792c277c87ecde9d.jpg&w=256&q=75"",""reason"":""Shows a different product - appears to be a chukka/desert boot, not the Eva lace-up boot described""},{""url"":""https://d3adw1na09u8f7.cloudfront.net/2024/01/02193948/Header-CB-Made-In-Italy.jpg"",""reason"":""Lifestyle/editorial brand banner showing multiple products and people, does not clearly show the specific product""}]",7,"The Eva boot by CB Made in Italy is a lace-up ankle boot crafted from brown suede leather with a cap-toe construction. It features antique brass-finish eyelets, a pull loop at the collar, and a flat rubber sole with a low stacked heel. The boot reaches just above the ankle with a sleek, minimalist silhouette.",Upper: Suede leather; Sole: Rubber,"Features antique brass-tone metal eyelets and a rear pull loop for ease of wear. Cap-toe detailing with tonal stitching at the vamp adds a structured, Derby-inspired finish.",6
